,last_name_x,last_name_y, first_name_x,player_id,pitch_hand,pitch_type,pitch_name_x,pitch_name_y,pitches,n_pitches,pitch_usage,release_speed,spin_rate,movement_inches,spin_eff%,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,diff_measured_inferred,diff2,run_value_per_100,run_value,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label,team_name_alt,bauer_units
268,Gilbert,Gilbert, Tyler,656457,L,FC,Cutter,Cutter,271,271,45.2,86.3,2241,9.7,51,0.4649507774717794,0.5149703231348832,192.9453065432407,165.9771164543739,26.968190088866777,26.968190088866777,-1.4,-4,79,0.2,0.371,0.294,17.9,13.9,11.0,0.242,0.412,0.327,32.2,-60,11,30,12,30,1,0,11:30,12:30,-1H 00M,ARI,25.9675550405562
269,Gilbreath,Gilbreath, Lucas,656458,L,SL,Slider,Slider,258,256,35.3,81.7,2444,9.1,39,0.4361052606091359,0.3896100284494679,43.87052833754129,62.88517968268435,-19.014651345143065,19.01465134514306,-1.6,-4,54,0.22,0.38,0.276,36.8,31.5,21.0,0.171,0.305,0.251,26.5,30,4,30,4,0,0,30,4:30,4:00,+0H 30M,COL,29.914320685434515
270,Gilbreath,Gilbreath, Lucas,656458,L,FF,4-Seamer,4-Seam Fastball,461,460,63.1,93.3,2427,14.6,85,0.7323046336252128,0.8509139569049058,187.16831713669757,180.28633714195067,6.881979994746871,6.8819799947468665,-0.9,-4,129,0.187,0.29,0.291,26.0,20.9,21.1,0.2,0.307,0.294,21.0,-15,11,45,12,0,0,15,11:45,12:00,-0H 15M,COL,26.012861736334408
271,Ginkel,Ginkel, Kevin,656464,R,SL,Slider,Slider,224,217,40.3,83.8,2276,6.1,30,0.2827658329596164,0.297163135132701,287.9258915321405,307.77118224502817,-19.845290712887618,19.845290712887586,2.8,6,57,0.216,0.49,0.352,39.2,29.8,20.7,0.215,0.343,0.287,29.4,45,8,30,7,45,0,45,8:30,7:45,+0H 45M,ARI,27.159904534606206
272,Ginkel,Ginkel, Kevin,656464,R,FF,4-Seamer,4-Seam Fastball,330,311,59.4,94.7,2387,18.8,92,0.8928151561737268,0.9218453352885168,137.9797511537767,144.22192739836208,-6.24217624458538,6.242176244585364,0.8,3,72,0.311,0.59,0.426,15.2,19.4,14.9,0.278,0.562,0.402,41.7,15,1,30,1,15,0,15,1:30,1:15,+0H 15M,ARI,25.205913410770854
273,Giolito,Giolito, Lucas,608337,R,CH,Changeup,Changeup,944,921,31.8,81.5,1483,16.0,99,0.8752130554307119,0.9868838739420152,136.87099388705633,137.61478304171703,-0.7437891546607034,0.7437891546606822,-1.1,-10,283,0.218,0.383,0.287,35.4,31.8,26.3,0.202,0.296,0.248,24.7,0,1,30,1,30,0,0,1:30,1:30, 0H 00M,CWS,18.196319018404907
274,Giolito,Giolito, Lucas,608337,R,FF,4-Seamer,4-Seam Fastball,1303,1292,43.9,93.8,2347,19.9,99,0.9310788363668698,0.9925783332374885,155.857548413299,159.52183483431614,-3.664286421017124,3.664286421017148,0.0,1,270,0.251,0.427,0.339,25.6,22.2,17.2,0.255,0.45,0.342,42.8,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,CWS,25.02132196162047
275,Giolito,Giolito, Lucas,608337,R,SL,Slider,Slider,638,631,21.5,85.6,2028,5.3,28,0.2575435390937499,0.2844393328074993,189.52002795339715,224.1084912783564,-34.588463324959264,34.5884633249593,-1.4,-9,153,0.173,0.353,0.245,38.3,28.8,18.5,0.2,0.332,0.235,34.0,75,11,45,10,30,1,15,11:45,10:30,+1H 15M,CWS,23.69158878504673
276,Givens,Givens, Mychal,571710,R,CH,Changeup,Changeup,330,323,37.8,82.3,2166,10.6,51,0.5127191507563817,0.514923417766014,91.13180709367876,67.3079176647985,23.823889428880264,23.823889428880268,-1.8,-6,83,0.129,0.229,0.251,25.0,20.5,20.0,0.213,0.327,0.301,20.4,-45,3,0,3,45,0,45,3:00,3:45,-0H 45M,CIN,26.318347509113003
277,Givens,Givens, Mychal,571710,R,FF,4-Seamer,4-Seam Fastball,408,408,46.7,94.7,2527,14.9,74,0.717538769314745,0.7418640156148693,130.58196829336018,142.33917362938266,-11.75720533602248,11.75720533602247,0.4,2,105,0.293,0.489,0.373,29.7,33.3,25.2,0.225,0.362,0.3,29.3,30,1,45,1,15,0,30,1:45,1:15,+0H 30M,CIN,26.68426610348469
278,Glasnow,Glasnow, Tyler,607192,R,SL,Slider,Slider,431,426,32.2,87.5,2766,7.0,32,0.2917411423704973,0.3201865841227219,309.114285622997,333.3374881871952,-24.22320256419817,24.223202564198143,-0.7,-3,67,0.203,0.438,0.287,46.6,26.9,23.1,0.236,0.519,0.334,45.7,45,7,45,7,0,0,45,7:45,7:00,+0H 45M,TB,31.611428571428572
279,Glasnow,Glasnow, Tyler,607192,R,FF,4-Seamer,4-Seam Fastball,691,687,51.6,97.0,2423,16.9,76,0.7726934461954599,0.7580308722133579,166.60197966722677,173.81396041064667,-7.2119807434199,7.2119807434199,-1.5,-10,181,0.197,0.338,0.293,27.8,26.0,25.1,0.215,0.365,0.306,50.0,15,12,30,12,15,0,15,12:30,12:15,+0H 15M,TB,24.97938144329897
280,Gomber,Gomber, Austin,596295,L,FF,4-Seamer,4-Seam Fastball,753,743,40.7,91.6,2029,18.3,99,0.9507369285381482,0.9947909393745892,203.91063465996777,199.4559623394448,4.454672320522974,4.454672320522999,0.2,1,190,0.299,0.567,0.41,13.9,11.6,15.7,0.312,0.572,0.41,40.0,0,11,15,11,15,0,0,11:15,11:15, 0H 00M,COL,22.150655021834062
281,Gomber,Gomber, Austin,596295,L,SL,Slider,Slider,449,442,24.3,85.2,2308,6.2,35,0.2985734910493219,0.3463048768209447,139.7500118337904,105.60144180784646,34.148570025943954,34.14857002594394,-0.4,-2,130,0.198,0.339,0.269,35.0,32.3,28.0,0.181,0.305,0.241,29.1,-75,1,15,2,30,1,15,1:15,2:30,-1H 15M,COL,27.089201877934272
282,Gomber,Gomber, Austin,596295,L,CH,Changeup,Changeup,360,352,19.4,83.1,1655,14.6,96,0.8082933094998298,0.9634090441220446,237.6769562107867,225.7735547079715,11.9034015028152,11.903401502815194,-0.9,-3,96,0.191,0.337,0.259,31.3,17.7,17.0,0.249,0.379,0.302,29.2,-30,10,0,10,30,0,30,10:00,10:30,-0H 30M,COL,19.915764139590856
283,Gonsolin,Gonsolin, Tony,664062,R,FS,Splitter,Splitter,215,212,21.7,83.4,1446,13.0,91,0.7346729643908427,0.9119789044032912,123.83097090295828,103.47898858426178,20.35198231869649,20.351982318696496,-1.5,-3,53,0.106,0.128,0.171,41.4,47.2,23.6,0.113,0.148,0.181,22.7,-45,1,45,2,30,0,45,1:45,2:30,-0H 45M,LAD,17.33812949640288
284,Gonsolin,Gonsolin, Tony,664062,R,FF,4-Seamer,4-Seam Fastball,432,432,43.6,93.8,2379,18.5,94,0.8705762922453663,0.9367688931062248,151.89862655391224,157.4747520761507,-5.576125522238471,5.576125522238458,-0.5,-2,118,0.298,0.564,0.43,15.2,13.6,16.0,0.256,0.437,0.373,39.2,15,1,0,12,45,0,15,1:00,12:45,+0H 15M,LAD,25.362473347547976
285,Gonsolin,Gonsolin, Tony,664062,R,SL,Slider,Slider,256,256,25.9,86.8,2600,6.2,27,0.273651693829355,0.2721758193978545,205.8588061188861,247.45376656228848,-41.59496044340236,41.59496044340235,0.6,1,57,0.118,0.275,0.223,47.8,36.8,26.6,0.165,0.292,0.251,25.8,90,11,15,9,45,1,30,11:15,9:45,+1H 30M,LAD,29.953917050691246
286,Gonzales,Gonzales, Marco,594835,L,CH,Changeup,Changeup,466,461,20.1,79.3,2184,19.5,97,0.8631642072913793,0.965936541247533,246.57980763433312,243.91412548906203,2.6656821452710915,2.6656821452711097,-0.4,-2,137,0.191,0.405,0.269,27.8,19.7,15.6,0.215,0.37,0.268,24.0,0,9,45,9,45,0,0,9:45,9:45, 0H 00M,SEA,27.54098360655738
287,Gonzales,Gonzales, Marco,594835,L,FC,Cutter,Cutter,327,327,14.1,85.5,2115,13.0,74,0.6040324137948998,0.7392416884249713,206.3274681757093,192.2021288474783,14.125339328231007,14.125339328231007,0.1,0,88,0.291,0.494,0.372,15.7,13.6,12.4,0.274,0.516,0.372,32.8,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M,SEA,24.736842105263158
288,González,González, Chi Chi,592346,R,SL,Slider,Slider,383,380,23.4,85.7,2517,4.5,28,0.2115035449718235,0.2842138495904799,224.5070770827217,246.0873915527922,-21.580314470070505,21.580314470070515,2.4,9,112,0.33,0.66,0.44,18.4,15.2,17.0,0.329,0.599,0.414,43.7,45,10,30,9,45,0,45,10:30,9:45,+0H 45M,COL,29.369894982497083
289,González,González, Victor,624647,L,SL,Slider,Slider,247,245,44.3,85.2,2500,3.3,16,0.141830713670764,0.1585213479367457,77.89234454449532,70.8619581487851,7.0303863957102095,7.030386395710204,0.4,1,68,0.23,0.361,0.284,40.5,32.4,25.0,0.229,0.383,0.292,22.0,-15,3,30,3,45,0,15,3:30,3:45,-0H 15M,LAD,29.342723004694836
290,González,González, Chi Chi,592346,R,FF,4-Seamer,4-Seam Fastball,758,743,46.4,91.9,2340,11.2,71,0.5638135438213316,0.7112734857090101,151.3827458911814,165.58172984948507,-14.198983958303671,14.198983958303652,1.6,12,199,0.328,0.531,0.401,14.6,13.1,13.2,0.314,0.54,0.393,44.8,30,1,0,12,30,0,30,1:00,12:30,+0H 30M,COL,25.46245919477693
291,Goudeau,Goudeau, Ashton,623485,R,FF,4-Seamer,4-Seam Fastball,256,255,45.4,92.7,2058,17.1,98,0.8865197901746977,0.9751986875362844,150.9453809262245,156.77220155772014,-5.82682063149565,5.826820631495632,0.2,0,70,0.236,0.455,0.365,15.5,15.7,14.3,0.256,0.464,0.375,46.8,15,1,0,12,45,0,15,1:00,12:45,+0H 15M,COL,22.200647249190936
292,Gray,Gray, Jon,592351,R,FF,4-Seamer,4-Seam Fastball,1208,1196,47.6,94.9,2152,17.0,96,0.9010297818993718,0.9554120715898934,139.44958367936474,127.26956998837127,12.180013690993462,12.18001369099345,1.3,16,309,0.331,0.518,0.404,17.1,15.9,16.1,0.292,0.461,0.363,44.2,-30,1,15,1,45,0,30,1:15,1:45,-0H 30M,COL,22.67650158061117
293,Gray,Gray, Josiah,680686,R,SL,Slider,Slider,243,243,20.0,85.6,2088,4.5,25,0.2149932169284865,0.2475122551815832,163.4445557907487,199.79359366665736,-36.34903787590866,36.34903787590866,-0.5,-1,54,0.192,0.385,0.26,45.0,33.3,18.2,0.161,0.294,0.211,29.4,75,12,30,11,15,1,15,12:30,11:15,+1H 15M,WSH,24.39252336448598
294,Gray,Gray, Josiah,680686,R,FF,4-Seamer,4-Seam Fastball,626,626,51.6,94.6,2254,19.9,100,0.9612759319206652,0.995117912156028,149.32508224367783,150.1675754721721,-0.8424932284942486,0.8424932284942349,1.3,8,172,0.282,0.62,0.423,17.8,14.5,15.2,0.27,0.606,0.409,41.5,0,1,0,1,0,0,0,1:00,1:00, 0H 00M,WSH,23.82663847780127
295,Gray,Gray, Sonny,543243,R,FF,4-Seamer,4-Seam Fastball,530,529,23.8,92.3,2423,14.9,76,0.6857118227952412,0.7649152330840162,158.9637652607132,173.20199376951865,-14.238228508805465,14.238228508805468,0.0,0,132,0.281,0.465,0.38,17.0,9.1,16.4,0.284,0.4,0.345,30.8,30,12,45,12,15,0,30,12:45,12:15,+0H 30M,CIN,26.251354279523294
296,Gray,Gray, Sonny,543243,R,SL,Slider,Slider,347,334,15.6,81.9,2614,19.9,65,0.849670569127719,0.6546016128882365,314.94121103491256,293.868233592978,21.0729774419346,21.072977441934565,1.0,3,80,0.164,0.288,0.259,40.0,37.5,19.5,0.136,0.179,0.187,9.3,-45,7,30,8,15,0,45,7:30,8:15,-0H 45M,CIN,31.916971916971914
297,Gray,Gray, Jon,592351,R,SL,Slider,Slider,966,954,38.1,86.7,2413,4.3,31,0.210713118796234,0.3108635929274653,216.4548833706177,234.09765922290373,-17.642775852286064,17.642775852286068,-1.3,-13,265,0.156,0.3,0.254,38.8,37.4,26.2,0.16,0.27,0.236,34.3,30,10,45,10,15,0,30,10:45,10:15,+0H 30M,COL,27.831603229527104
298,Green,Green, Chad,643338,R,FF,4-Seamer,4-Seam Fastball,854,853,65.1,95.7,2501,19.4,90,0.8810949639966292,0.9000437586595873,157.2938250210975,166.1674652508639,-8.873640229766409,8.873640229766426,-1.3,-11,198,0.185,0.364,0.266,29.9,32.3,21.8,0.219,0.418,0.291,47.2,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,NYY,26.1337513061651
299,Greinke,Greinke, Zack,425844,R,CH,Changeup,Changeup,573,540,22.2,86.4,1594,14.0,84,0.7470747717568539,0.844111371560184,136.3988593996856,103.04802634830536,33.350833051380235,33.350833051380214,-0.9,-5,168,0.205,0.263,0.23,27.6,21.4,17.1,0.206,0.271,0.237,30.1,-60,1,30,2,30,1,0,1:30,2:30,-1H 00M,HOU,18.449074074074073
300,Greinke,Greinke, Zack,425844,R,FF,4-Seamer,4-Seam Fastball,1027,1019,39.9,88.9,2234,15.9,79,0.7302703546089983,0.7865834942488343,167.282123948265,175.4752684459142,-8.1931444976492,8.193144497649216,-0.4,-4,255,0.267,0.492,0.345,11.9,17.3,19.8,0.291,0.505,0.355,47.2,15,12,30,12,15,0,15,12:30,12:15,+0H 15M,HOU,25.12935883014623
301,Greinke,Greinke, Zack,425844,R,SL,Slider,Slider,391,390,15.2,83.6,2357,8.9,42,0.3920336541260207,0.4224433264711596,226.75610975744783,259.83502439071606,-33.0789146332682,33.07891463326816,0.7,3,121,0.232,0.429,0.315,31.0,17.4,14.0,0.249,0.428,0.315,27.2,75,10,30,9,15,1,15,10:30,9:15,+1H 15M,HOU,28.193779904306222
302,Guenther,Guenther, Sean,674944,L,FF,4-Seamer,4-Seam Fastball,205,205,56.9,93.0,2233,16.5,85,0.8002060494649864,0.8537993253423629,211.2507859110256,201.6764529859802,9.574332925045384,9.574332925045368,3.0,6,50,0.333,0.513,0.427,24.0,12.0,13.3,0.279,0.486,0.395,45.7,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M,MIA,24.010752688172044
303,Guerra,Guerra, Deolis,500610,R,FF,4-Seamer,4-Seam Fastball,400,399,36.8,90.7,2297,20.8,97,0.9492166875296542,0.969130433841297,140.6156346155504,142.6326488226643,-2.0170142071139026,2.017014207113929,0.8,3,107,0.281,0.469,0.357,14.3,18.7,18.9,0.225,0.419,0.31,42.9,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,OAK,25.325248070562292
304,Guerra,Guerra, Deolis,500610,R,CH,Changeup,Changeup,336,333,30.9,81.7,1491,14.8,92,0.7906930910340276,0.9202069466550076,121.54737420518693,110.16946813770078,11.377906067486151,11.377906067486158,-0.4,-1,97,0.241,0.391,0.308,39.7,29.9,21.8,0.193,0.306,0.256,27.1,-15,2,0,2,15,0,15,2:00,2:15,-0H 15M,OAK,18.24969400244798
305,Gutierrez,Gutierrez, Vladimir,661269,R,CH,Changeup,Changeup,224,224,12.2,81.4,1660,15.7,97,0.8182017043875516,0.974462949505126,115.21987470918089,120.1772184233174,-4.957343714136513,4.957343714136505,-2.4,-5,73,0.141,0.313,0.242,28.8,16.4,21.1,0.21,0.35,0.294,28.3,15,2,15,2,0,0,15,2:15,2:00,+0H 15M,CIN,20.39312039312039
306,Gutierrez,Gutierrez, Vladimir,661269,R,SL,Slider,Slider,411,409,22.4,83.3,2447,10.4,31,0.4596954351030586,0.3113306867054425,290.5805967410589,262.5233322221794,28.05726451887949,28.05726451887952,0.2,1,121,0.245,0.373,0.3,37.2,24.8,23.6,0.22,0.316,0.267,23.5,-60,8,15,9,15,1,0,8:15,9:15,-1H 00M,CIN,29.37575030012005
307,Gutierrez,Gutierrez, Vladimir,661269,R,FF,4-Seamer,4-Seam Fastball,865,865,47.2,93.2,2167,17.8,92,0.8681162074220766,0.9169391453659116,137.9993305157762,142.88972017829377,-4.890389662517578,4.8903896625175705,1.2,10,226,0.315,0.569,0.417,14.1,13.3,14.4,0.287,0.512,0.375,50.6,15,1,30,1,15,0,15,1:30,1:15,+0H 15M,CIN,23.25107296137339
308,Hader,Hader, Josh,623352,L,SL,Slider,Slider,268,255,27.8,83.5,2494,4.7,18,0.2056668632226096,0.1751682562905992,86.89154120266174,97.26935450868598,-10.377813306024237,10.37781330602425,-2.3,-6,69,0.159,0.238,0.217,57.3,49.3,35.1,0.158,0.232,0.214,13.8,15,3,0,2,45,0,15,3:00,2:45,+0H 15M,MIL,29.868263473053894
309,Hader,Hader, Josh,623352,L,FF,4-Seamer,4-Seam Fastball,631,586,65.5,96.3,2065,19.8,99,1.0033864254789857,0.9902691141949412,212.9037073145436,211.07111483619124,1.8325924783523817,1.832592478352376,-2.5,-16,137,0.103,0.171,0.2,40.5,45.3,29.8,0.14,0.23,0.233,37.5,0,11,0,11,0,0,0,11:00,11:00, 0H 00M,MIL,21.443406022845277
310,Hale,Hale, David,571735,R,FF,4-Seamer,4-Seam Fastball,216,214,46.9,92.8,2226,15.9,83,0.7618667520544609,0.8302676832211927,145.1638900452012,141.35793318604328,3.8059568591579023,3.805956859157919,4.1,9,57,0.353,0.51,0.399,16.2,17.5,17.9,0.362,0.603,0.441,63.4,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,PHI,23.987068965517242
311,Hammer,Hammer, JD,670456,R,FF,4-Seamer,4-Seam Fastball,249,248,61.5,94.0,2301,19.9,99,0.9404716620101012,0.9945013924946272,135.82567320374085,143.26880439948326,-7.44313119574241,7.443131195742412,1.5,4,57,0.292,0.521,0.402,20.9,21.1,16.2,0.253,0.424,0.351,58.3,15,1,30,1,15,0,15,1:30,1:15,+0H 15M,PHI,24.47872340425532
312,Hand,Hand, Brad,543272,L,SL,Slider,Slider,458,448,42.6,80.1,2279,18.3,63,0.8010624366416671,0.6272053470434202,52.1940707309963,74.42257766063209,-22.228506929635785,22.228506929635785,-0.6,-3,109,0.184,0.286,0.237,27.9,29.4,23.0,0.192,0.31,0.25,24.6,45,4,15,3,30,0,45,4:15,3:30,+0H 45M,NYM,28.451935081148566
313,Hand,Hand, Brad,543272,L,FF,4-Seamer,4-Seam Fastball,434,422,40.3,92.9,2385,19.1,89,0.8756394953450525,0.8850429228071238,230.5332635320709,220.563851993374,9.969411538696876,9.969411538696884,0.5,2,113,0.25,0.457,0.36,17.9,22.1,18.1,0.263,0.476,0.37,43.7,-30,10,15,10,45,0,30,10:15,10:45,-0H 30M,NYM,25.672766415500536
314,Happ,Happ, J.A.,457918,L,SL,Slider,Slider,404,401,15.1,83.0,2225,4.5,26,0.2077316788035588,0.2574525269561828,164.14576038585125,127.16788668623104,36.97787369962022,36.97787369962023,2.3,9,83,0.296,0.568,0.369,22.8,16.9,9.6,0.287,0.55,0.356,54.4,-75,12,30,1,45,1,15,12:30,1:45,-1H 15M,STL,26.80722891566265
315,Happ,Happ, J.A.,457918,L,CH,Changeup,Changeup,323,318,12.1,86.1,1655,16.8,96,0.9008976004429038,0.9607957091531988,229.68546201520925,243.2703777725793,-13.584915757370084,13.58491575737011,2.1,7,93,0.297,0.462,0.326,18.6,11.8,13.8,0.273,0.483,0.333,24.7,15,10,15,10,0,0,15,10:15,10:00,+0H 15M,STL,19.221835075493612
316,Happ,Happ, J.A.,457918,L,FF,4-Seamer,4-Seam Fastball,1442,1442,53.9,91.0,2298,18.3,91,0.8593341970220004,0.9058165814579512,214.70996794480345,206.64068273627413,8.069285208529323,8.069285208529303,0.1,2,336,0.266,0.532,0.382,20.3,22.9,17.7,0.256,0.508,0.367,46.5,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M,STL,25.252747252747252
317,Harvey,Harvey, Matt,518774,R,FF,4-Seamer,4-Seam Fastball,760,748,34.1,93.4,2154,18.9,98,0.9022345618889396,0.9783644600501188,137.7676391873979,136.7401440103053,1.0274951770925895,1.027495177092579,2.0,15,202,0.319,0.568,0.408,15.3,18.3,14.7,0.325,0.612,0.417,50.7,0,1,30,1,30,0,0,1:30,1:30, 0H 00M,BAL,23.06209850107066
318,Harvey,Harvey, Matt,518774,R,SL,Slider,Slider,431,430,19.3,86.9,2373,5.9,32,0.265538052397859,0.3171665943156307,172.8353292475664,200.7036074234589,-27.868278175892527,27.868278175892517,2.3,10,121,0.291,0.418,0.373,27.6,24.8,18.3,0.253,0.404,0.319,31.3,60,12,15,11,15,1,0,12:15,11:15,+1H 00M,BAL,27.307249712313002
319,Harvey,Harvey, Matt,518774,R,CH,Changeup,Changeup,266,264,11.9,85.3,1700,18.4,98,0.9425875437246118,0.9776540980637916,128.91750447251547,123.74916277072587,5.168341701789586,5.1683417017895845,-2.6,-7,77,0.203,0.284,0.242,12.9,3.9,5.3,0.246,0.339,0.269,36.6,-15,1,45,2,0,0,15,1:45,2:00,-0H 15M,BAL,19.929660023446658
320,Head,Head, Louis,545343,R,FF,4-Seamer,4-Seam Fastball,286,286,52.4,93.7,2254,17.4,85,0.8205095826501866,0.8532853113560044,149.6265411038312,158.93964593233355,-9.31310482850236,9.31310482850238,-2.1,-6,65,0.172,0.259,0.234,21.1,15.4,13.7,0.207,0.452,0.305,34.0,15,1,0,12,45,0,15,1:00,12:45,+0H 15M,TB,24.055496264674492
321,Head,Head, Louis,545343,R,SL,Slider,Slider,257,250,47.1,82.3,2671,14.3,60,0.5936804376964387,0.6001391126060843,306.2601656396705,289.6354209110374,16.624744728633118,16.624744728633136,-1.2,-3,69,0.177,0.242,0.236,31.6,31.9,21.6,0.171,0.231,0.228,20.0,-30,7,45,8,15,0,30,7:45,8:15,-0H 30M,TB,32.454434993924664
322,Heaney,Heaney, Andrew,571760,L,FF,4-Seamer,4-Seam Fastball,1338,1334,57.4,92.0,2444,21.6,99,0.9729739965234936,0.9934548073262844,230.55491520767603,228.1184374421575,2.436477765518532,2.436477765518512,0.0,0,287,0.271,0.537,0.371,27.8,27.5,18.9,0.236,0.451,0.329,45.0,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M,NYY,26.565217391304348
323,Heaney,Heaney, Andrew,571760,L,CH,Changeup,Changeup,406,402,17.4,83.8,2036,19.1,99,0.89644217095491,0.9922464724758002,244.0756150202713,251.36169516959205,-7.286080149320753,7.286080149320758,1.4,6,133,0.28,0.44,0.336,22.5,19.5,17.8,0.253,0.438,0.317,35.4,15,9,45,9,30,0,15,9:45,9:30,+0H 15M,NYY,24.295942720763723
324,Hearn,Hearn, Taylor,621368,L,FF,4-Seamer,4-Seam Fastball,797,775,46.2,95.1,2273,17.5,90,0.8332576680927184,0.9003420189033943,212.99406281139076,202.10031205954613,10.893750751844609,10.893750751844578,-0.9,-7,186,0.236,0.4,0.327,23.0,26.3,20.2,0.264,0.43,0.341,41.4,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M,TEX,23.901156677181916
325,Hearn,Hearn, Taylor,621368,L,CH,Changeup,Changeup,210,205,12.2,86.8,1725,13.3,84,0.6925623371339308,0.8444492652889449,213.47819268525456,241.73350249292545,-28.25530980767084,28.25530980767085,2.0,4,51,0.262,0.429,0.339,19.3,3.9,5.0,0.306,0.542,0.41,38.1,60,11,0,10,0,1,0,11:00,10:00,+1H 00M,TEX,19.87327188940092
326,Hearn,Hearn, Taylor,621368,L,SL,Slider,Slider,345,339,20.0,84.4,2207,7.8,36,0.355432349879381,0.3635506131876832,115.89506041124044,116.89852241127836,-1.003462000037899,1.0034620000378969,1.0,3,92,0.233,0.512,0.321,30.4,31.5,19.7,0.191,0.394,0.268,32.2,15,2,15,2,0,0,15,2:15,2:00,+0H 15M,TEX,26.149289099526065
327,Helsley,Helsley, Ryan,664854,R,FC,Cutter,Cutter,279,278,34.7,88.2,2451,6.2,34,0.2825425269986096,0.3446965114894595,200.31083726510536,223.4046881544413,-23.093850889335897,23.093850889335886,-1.8,-5,68,0.158,0.263,0.264,45.2,36.8,28.4,0.162,0.266,0.267,28.1,45,11,15,10,30,0,45,11:15,10:30,+0H 45M,STL,27.7891156462585
328,Helsley,Helsley, Ryan,664854,R,FF,4-Seamer,4-Seam Fastball,449,445,55.8,97.4,2525,17.0,81,0.7873705569652947,0.8097245846623017,164.35438123414545,167.46093447792256,-3.106553243777114,3.1065532437771197,-0.5,-2,122,0.28,0.411,0.34,16.4,13.9,18.3,0.305,0.521,0.39,50.5,0,12,30,12,30,0,0,12:30,12:30, 0H 00M,STL,25.924024640657084
329,Hembree,Hembree, Heath,592390,R,SL,Slider,Slider,515,496,47.2,86.5,2861,11.3,32,0.4752047491086124,0.3191610968273819,260.8826873360952,231.46373594164075,29.41895139445441,29.418951394454428,-0.8,-4,132,0.169,0.398,0.287,36.9,40.9,24.0,0.148,0.321,0.25,31.3,-60,9,15,10,15,1,0,9:15,10:15,-1H 00M,NYM,33.07514450867052
330,Hembree,Hembree, Heath,592390,R,FF,4-Seamer,4-Seam Fastball,570,569,52.3,95.3,2455,19.9,93,0.9239181015813932,0.9294586691700224,145.51844677617203,150.16564291137715,-4.647196135205121,4.647196135205126,0.6,3,110,0.253,0.444,0.345,18.8,26.4,14.6,0.235,0.383,0.308,50.0,15,1,15,1,0,0,15,1:15,1:00,+0H 15M,NYM,25.760755508919203
331,Hendricks,Hendricks, Kyle,543294,R,FF,4-Seamer,4-Seam Fastball,501,483,17.8,87.3,1936,16.2,94,0.8007024215181685,0.9375739472125344,148.05152710483225,153.72760034672254,-5.676073241890293,5.676073241890263,0.8,4,93,0.312,0.649,0.444,29.9,24.7,23.2,0.28,0.58,0.411,55.4,0,1,0,1,0,0,0,1:00,1:00, 0H 00M,CHC,22.17640320733104
332,Hendricks,Hendricks, Kyle,543294,R,CH,Changeup,Changeup,780,762,27.8,80.0,2010,17.0,87,0.7984617907466571,0.8731881610049343,135.61902349401606,124.88998832216498,10.72903517185108,10.729035171851088,0.8,6,252,0.268,0.444,0.33,24.1,15.1,13.0,0.259,0.416,0.304,24.0,-15,1,30,1,45,0,15,1:30,1:45,-0H 15M,CHC,25.125
333,Hendriks,Hendriks, Liam,521230,R,FF,4-Seamer,4-Seam Fastball,761,761,67.3,97.7,2395,19.4,96,0.91633961474243,0.9617589382978524,156.83079570458963,158.70919479790024,-1.8783990933106052,1.8783990933105936,-2.2,-17,157,0.216,0.379,0.265,30.3,28.0,21.8,0.218,0.437,0.285,44.0,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,CWS,24.51381780962129
334,Hendriks,Hendriks, Liam,521230,R,SL,Slider,Slider,235,233,20.8,89.0,2182,3.4,21,0.1601849127154702,0.2096693957384169,199.2780017822037,227.98142888882765,-28.70342710662393,28.703427106623952,-2.9,-7,73,0.086,0.129,0.118,57.7,63.0,35.4,0.1,0.147,0.133,29.2,45,11,15,10,30,0,45,11:15,10:30,+0H 45M,CWS,24.51685393258427
335,Hendrix,Hendrix, Ryan,641682,R,SL,Slider,Slider,297,296,55.0,85.9,2422,4.4,25,0.2006731900105449,0.2532659534324805,16.54299442041426,3.0760474194294147,13.466947000984844,13.466947000984844,0.7,2,71,0.185,0.369,0.273,51.6,42.3,33.3,0.185,0.318,0.255,30.6,-30,5,30,6,0,0,30,5:30,6:00,-0H 30M,CIN,28.19557625145518
