,last_name_x,last_name_y, first_name_x,player_id,pitch_hand,pitch_type,pitch_name_x,pitch_name_y,pitches,n_pitches,pitch_usage,release_speed,spin_rate,movement_inches,spin_eff%,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,diff_measured_inferred,diff2,run_value_per_100,run_value,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label,team_name_alt,bauer_units
638,Richards,Richards, Trevor,670950,R,FF,4-Seamer,4-Seam Fastball,602,589,56.7,92.7,2179,20.1,99,0.9638556647515678,0.9944188002341808,162.29394610396895,162.51878852722237,-0.2248424232534205,0.2248424232534081,-2.3,-14,146,0.159,0.333,0.251,23.3,23.3,20.9,0.231,0.456,0.325,47.5,0,12,30,12,30,0,0,12:30,12:30, 0H 00M,TOR,23.505933117583602
639,Richards,Richards, Garrett,572070,R,FF,4-Seamer,4-Seam Fastball,1236,1216,53.0,94.3,2467,8.2,50,0.3700281423947877,0.4971312398848662,170.19532586139113,192.37629407201013,-22.180968210619,22.18096821061901,0.4,5,355,0.304,0.487,0.389,17.8,14.6,15.8,0.313,0.515,0.395,52.5,45,12,15,11,30,0,45,12:15,11:30,+0H 45M,BOS,26.161187698833512
640,Richards,Richards, Trevor,670950,R,CH,Changeup,Changeup,313,302,29.5,84.5,2471,18.1,76,0.7903802460326583,0.763826543262718,121.4176688990664,119.13061249672194,2.287056402344476,2.2870564023444926,1.4,4,80,0.194,0.472,0.319,50.0,50.0,29.6,0.182,0.336,0.267,43.8,0,2,0,2,0,0,0,2:00,2:00, 0H 00M,TOR,29.242603550295858
641,Richards,Richards, Garrett,572070,R,SL,Slider,Slider,638,604,27.4,88.1,2744,5.2,28,0.2188422536406485,0.2837642993004007,301.3054321885388,317.4223870218709,-16.1169548333321,16.116954833332127,1.0,6,163,0.282,0.47,0.35,26.6,23.9,16.7,0.253,0.414,0.314,44.6,30,8,0,7,30,0,30,8:00,7:30,+0H 30M,BOS,31.146424517593644
642,Robles,Robles, Hansel,570663,R,FF,4-Seamer,4-Seam Fastball,654,646,55.2,96.7,2287,20.2,99,0.9684294002394056,0.9945815007936244,139.75582420510204,141.3052990015964,-1.5494747964943656,1.5494747964943612,0.5,3,167,0.243,0.45,0.362,22.4,26.3,19.2,0.238,0.458,0.357,59.8,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,BOS,23.650465356773527
643,Robles,Robles, Hansel,570663,R,CH,Changeup,Changeup,352,335,29.7,89.3,1559,16.6,95,0.9219711376577888,0.9526703144492926,131.66165948511818,114.13165467335809,17.530004811760108,17.53000481176009,-0.3,-1,79,0.181,0.361,0.281,22.8,21.5,18.5,0.248,0.45,0.332,32.7,-45,1,30,2,15,0,45,1:30,2:15,-0H 45M,BOS,17.458006718924974
644,Rodriguez,Rodriguez, Jefry,622446,R,FF,4-Seamer,4-Seam Fastball,212,212,51.5,94.7,2362,18.1,89,0.8399420921087843,0.8942812643485432,150.41966725477354,156.18791779860516,-5.768250543831613,5.768250543831619,-0.1,0,64,0.226,0.34,0.338,22.5,23.4,25.9,0.194,0.291,0.293,34.2,15,1,0,12,45,0,15,1:00,12:45,+0H 15M,WSH,24.94192185850053
645,Rodriguez,Rodriguez, Eduardo,593958,L,CH,Changeup,Changeup,628,606,23.1,85.3,1879,18.3,90,0.8915668902300364,0.8977822893788124,230.15023472149264,253.7459851677484,-23.595750446255774,23.59575044625579,0.3,2,200,0.263,0.384,0.311,28.9,18.0,19.0,0.238,0.334,0.27,26.6,45,10,15,9,30,0,45,10:15,9:30,+0H 45M,BOS,22.028135990621337
646,Rodriguez,Rodriguez, Eduardo,593958,L,FF,4-Seamer,4-Seam Fastball,1085,1081,39.9,92.6,2176,16.0,83,0.7600248034605336,0.8346584904399339,213.84269853598371,208.4001227526814,5.442575783302345,5.442575783302343,0.3,4,197,0.297,0.491,0.373,31.3,32.5,20.9,0.231,0.384,0.307,33.6,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M,BOS,23.49892008639309
647,Rodriguez,Rodriguez, Eduardo,593958,L,SL,Slider,Slider,220,215,8.1,82.1,2145,6.9,34,0.3130540813512554,0.339210705927631,60.76878261186819,29.070970981426456,31.69781163044173,31.69781163044174,1.2,3,55,0.226,0.434,0.294,24.7,21.8,13.6,0.257,0.478,0.323,48.8,-60,4,0,5,0,1,0,4:00,5:00,-1H 00M,BOS,26.126674786845314
648,Rodriguez,Rodriguez, Eduardo,593958,L,FC,Cutter,Cutter,482,465,17.7,88.3,2186,8.1,48,0.3754962863578497,0.480607694623498,200.25752150540868,163.5983921847366,36.65912932067207,36.65912932067207,1.2,6,129,0.301,0.487,0.389,18.4,30.2,26.0,0.229,0.373,0.305,36.8,-75,11,15,12,30,1,15,11:15,12:30,-1H 15M,BOS,24.75651189127973
649,Rodríguez,Rodríguez, Richard,593144,R,FF,4-Seamer,4-Seam Fastball,813,812,86.1,93.1,2438,20.1,97,0.9281452087174196,0.9737047661000564,135.26789115436782,135.89731764044112,-0.6294264860732994,0.6294264860733182,-1.5,-12,222,0.221,0.399,0.282,17.9,14.9,12.9,0.257,0.504,0.335,45.3,0,1,30,1,30,0,0,1:30,1:30, 0H 00M,ATL,26.186895810955964
650,Rodríguez,Rodríguez, Joely,570257,L,CH,Changeup,Changeup,286,269,36.9,88.3,1125,12.0,97,0.7932605504083622,0.9650476556412996,255.77983034578068,274.4783241881075,-18.6984938423268,18.698493842326783,-2.0,-6,81,0.208,0.273,0.231,40.9,32.1,22.8,0.204,0.297,0.233,40.7,45,9,30,8,45,0,45,9:30,8:45,+0H 45M,NYY,12.740656851642129
651,Rodón,Rodón, Carlos,607074,L,SL,Slider,Slider,604,600,27.2,85.8,2454,9.5,28,0.417914045676421,0.2834882872384026,84.39159766098649,73.21104541064612,11.18055225034037,11.180552250340376,-2.3,-14,175,0.107,0.126,0.149,40.6,52.0,28.9,0.109,0.138,0.159,24.3,-15,3,15,3,30,0,15,3:15,3:30,-0H 15M,CWS,28.601398601398603
652,Rodón,Rodón, Carlos,607074,L,FF,4-Seamer,4-Seam Fastball,1302,1300,58.7,95.4,2294,18.9,98,0.8978253299228057,0.9761462919844331,209.64262728597495,205.90599546244863,3.736631823526324,3.7366318235263,-2.0,-26,301,0.199,0.336,0.275,29.7,29.9,25.4,0.205,0.369,0.282,40.0,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M,CWS,24.046121593291403
653,Rodón,Rodón, Carlos,607074,L,CH,Changeup,Changeup,275,273,12.4,85.2,1670,17.7,99,0.917406464790138,0.9887676776081734,236.35988866900647,233.58684303177705,2.7730456372294725,2.773045637229507,2.1,6,55,0.367,0.612,0.425,36.3,7.3,8.3,0.348,0.551,0.396,38.3,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M,CWS,19.60093896713615
654,Rogers,Rogers, Trevor,669432,L,CH,Changeup,Changeup,595,521,27.4,84.8,1325,14.4,91,0.8470857457822834,0.9115530371078844,244.3672910085272,268.7895134800792,-24.42222247155206,24.422222471552075,-0.9,-5,172,0.199,0.265,0.238,33.7,27.9,20.5,0.213,0.285,0.23,32.8,45,9,45,9,0,0,45,9:45,9:00,+0H 45M,MIA,15.625
655,Rogers,Rogers, Taylor,573124,L,SL,Slider,Slider,347,346,54.0,84.0,2551,11.4,43,0.4943639101893678,0.4306199563908047,84.47231938667251,98.23996340782286,-13.767644021150346,13.76764402115035,-1.4,-5,83,0.256,0.346,0.267,38.8,41.0,26.4,0.186,0.251,0.203,27.7,30,3,15,2,45,0,30,3:15,2:45,+0H 30M,MIN,30.36904761904762
656,Rogers,Rogers, Tyler,643511,R,FF,4-Seamer,4-Seam Fastball,599,526,53.1,82.7,1842,16.3,81,0.7907640285339278,0.8068663178702935,34.06485823585035,4.631143901202222,29.43371433464813,29.433714334648133,-0.6,-4,171,0.342,0.422,0.372,11.4,6.4,12.6,0.305,0.377,0.324,40.0,-60,4,45,5,45,1,0,4:45,5:45,-1H 00M,SF,22.273276904474002
657,Rogers,Rogers, Josh,642028,L,FF,4-Seamer,4-Seam Fastball,274,274,51.4,90.5,2078,19.1,99,0.9235711210000518,0.990582675384308,222.52769102070388,218.96567238085757,3.562018639846343,3.562018639846356,-0.4,-1,84,0.27,0.473,0.358,13.5,13.1,21.2,0.285,0.519,0.378,46.9,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M,WSH,22.96132596685083
658,Rogers,Rogers, Tyler,643511,R,SL,Slider,Slider,483,472,42.8,71.8,2235,18.2,69,0.7672462091667446,0.6868711119868165,240.53645156322008,229.8096719439984,10.726779619221643,10.726779619221634,-2.7,-13,134,0.126,0.22,0.162,23.9,28.4,22.0,0.155,0.225,0.184,19.6,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M,SF,31.128133704735376
659,Rogers,Rogers, Trevor,669432,L,FF,4-Seamer,4-Seam Fastball,1251,1247,57.7,94.6,2376,18.3,88,0.8455491294504716,0.8768517311895689,230.11748239893384,219.28920366816712,10.828278730766698,10.828278730766684,-1.2,-15,325,0.222,0.344,0.306,26.8,30.5,26.1,0.219,0.362,0.306,40.2,-30,10,15,10,45,0,30,10:15,10:45,-0H 30M,MIA,25.116279069767444
660,Rogers,Rogers, Trevor,669432,L,SL,Slider,Slider,322,321,14.8,81.8,2119,4.0,20,0.1814031362391177,0.1980073610283757,165.0948943856492,133.64907464557564,31.44581974007357,31.44581974007356,0.1,0,50,0.273,0.364,0.306,40.8,18.0,16.1,0.294,0.452,0.359,31.6,-60,12,30,1,30,1,0,12:30,1:30,-1H 00M,MIA,25.904645476772618
661,Romano,Romano, Jordan,605447,R,FF,4-Seamer,4-Seam Fastball,642,639,62.3,97.6,2390,18.6,92,0.8730721841082891,0.922212807183598,157.4924099410762,162.70666605857875,-5.214256117502544,5.21425611750253,-1.8,-12,137,0.14,0.289,0.238,28.9,35.0,25.0,0.164,0.302,0.253,33.8,15,12,45,12,30,0,15,12:45,12:30,+0H 15M,TOR,24.487704918032787
662,Romano,Romano, Jordan,605447,R,SL,Slider,Slider,379,373,36.8,88.5,2222,5.5,24,0.2526786258266639,0.2357419455465971,267.7256450178496,298.70158643782145,-30.975941419971832,30.9759414199718,-1.2,-5,115,0.231,0.337,0.297,36.5,31.3,29.5,0.186,0.292,0.252,33.8,60,9,0,8,0,1,0,9:00,8:00,+1H 00M,TOR,25.10734463276836
663,Romo,Romo, Sergio,489265,R,SL,Slider,Slider,581,573,55.7,77.0,2816,16.4,49,0.6534878380333377,0.4862909519739899,269.07093992923296,244.73114029501107,24.33979963422189,24.33979963422189,-0.3,-2,161,0.219,0.418,0.309,32.1,28.0,22.0,0.223,0.4,0.305,23.8,-45,9,0,9,45,0,45,9:00,9:45,-0H 45M,OAK,36.57142857142857
664,Ross,Ross, Joe,605452,R,FF,4-Seamer,4-Seam Fastball,272,266,16.0,93.6,2116,15.0,85,0.7295790451932913,0.8543668036892743,147.0841167562096,157.1891009772679,-10.104984221058317,10.104984221058311,2.6,7,57,0.22,0.46,0.337,37.7,40.4,18.5,0.197,0.377,0.298,33.3,15,1,0,12,45,0,15,1:00,12:45,+0H 15M,WSH,22.60683760683761
665,Ross,Ross, Joe,605452,R,SL,Slider,Slider,532,514,31.3,84.6,1917,4.4,28,0.2113486207403664,0.2784788189763612,210.05266465111936,259.6035838456976,-49.55091919457817,49.550919194578185,-0.2,-1,173,0.194,0.333,0.262,32.2,31.8,26.8,0.205,0.333,0.245,31.3,105,11,0,9,15,1,45,11:00,9:15,+1H 45M,WSH,22.659574468085108
666,Ruiz,Ruiz, José,614179,R,FF,4-Seamer,4-Seam Fastball,617,617,59.5,97.0,2329,18.5,93,0.8780121102629187,0.9329040785558892,153.9906614106889,158.71023059765147,-4.719569186962588,4.719569186962581,-0.6,-4,158,0.217,0.406,0.312,21.8,17.7,16.7,0.248,0.471,0.349,50.9,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,CWS,24.010309278350515
667,Ryan,Ryan, Joe,657746,R,FF,4-Seamer,4-Seam Fastball,271,270,65.8,91.2,2172,18.0,97,0.8657481939813267,0.9692912030215924,140.28902734510547,140.83768289974165,-0.5486555546361842,0.5486555546362099,0.0,0,62,0.172,0.362,0.259,20.3,27.4,19.8,0.202,0.462,0.305,41.5,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,MIN,23.81578947368421
668,Ryu,Ryu, Hyun Jin,547943,L,FC,Cutter,Cutter,680,662,25.3,86.3,2001,7.9,55,0.3796883441023798,0.5483651083625352,201.5053985878123,178.7346790735188,22.77071951429349,22.7707195142935,0.2,1,198,0.251,0.403,0.303,19.3,23.7,19.7,0.26,0.417,0.302,39.3,-45,11,15,12,0,0,45,11:15,12:00,-0H 45M,TOR,23.186558516801856
669,Ryu,Ryu, Hyun Jin,547943,L,FF,4-Seamer,4-Seam Fastball,966,962,35.9,90.0,1944,17.5,98,0.8680659240328669,0.9805570271749484,226.0484412517813,225.97212488155557,0.0763163702257543,0.0763163702257618,0.1,1,207,0.282,0.521,0.369,18.3,18.8,19.0,0.281,0.527,0.369,58.6,0,10,30,10,30,0,0,10:30,10:30, 0H 00M,TOR,21.6
670,Ryu,Ryu, Hyun Jin,547943,L,CH,Changeup,Changeup,684,682,25.4,79.9,1511,15.8,99,0.8345595197938956,0.9925841552001476,244.99716384732235,251.0833305902693,-6.086166742946944,6.086166742946971,0.0,0,216,0.256,0.414,0.32,25.3,14.8,14.1,0.274,0.41,0.318,31.6,0,9,45,9,45,0,0,9:45,9:45, 0H 00M,TOR,18.911138923654566
671,Sadler,Sadler, Casey,594987,R,FC,Cutter,Cutter,237,232,40.8,88.2,2512,6.6,27,0.2823127878632974,0.2709382111016089,189.4278361786305,227.59607217226025,-38.16823599362968,38.16823599362967,-1.1,-3,50,0.239,0.326,0.282,24.3,18.0,20.0,0.225,0.327,0.274,32.4,75,11,45,10,30,1,15,11:45,10:30,+1H 15M,SEA,28.480725623582767
672,Sale,Sale, Chris,519242,L,FF,4-Seamer,4-Seam Fastball,352,343,47.8,93.6,2292,17.8,92,0.8357530742608182,0.920326194925765,240.19311488490888,230.7585183350465,9.434596549862365,9.434596549862317,-0.2,-1,79,0.254,0.437,0.335,27.5,32.9,22.2,0.216,0.355,0.289,46.7,-15,10,0,10,15,0,15,10:00,10:15,-0H 15M,BOS,24.48717948717949
673,Sale,Sale, Chris,519242,L,SL,Slider,Slider,232,228,31.5,78.1,2240,13.5,62,0.5883204532327574,0.6179607325137442,44.28854150158685,58.7824457305634,-14.493904228976549,14.493904228976556,-0.6,-1,63,0.158,0.228,0.233,32.0,36.5,20.9,0.191,0.266,0.247,20.6,30,4,30,4,0,0,30,4:30,4:00,+0H 30M,BOS,28.681177976952625
674,Sandlin,Sandlin, Nick,680704,R,SL,Slider,Slider,280,276,46.4,79.3,2680,14.3,54,0.5890856025202171,0.5410342554486373,263.1042987918711,247.526658164046,15.577640627825076,15.577640627825089,-1.2,-3,63,0.1,0.2,0.259,47.7,39.7,29.1,0.105,0.174,0.239,12.0,-30,9,15,9,45,0,30,9:15,9:45,-0H 30M,CLE,33.79571248423708
675,Sandoval,Sandoval, Patrick,663776,L,CH,Changeup,Changeup,428,420,29.6,84.6,1582,16.5,99,0.8772640816463989,0.9876944375828536,244.3200866145372,237.43983957455453,6.880247039982663,6.880247039982644,-1.7,-7,132,0.139,0.209,0.223,51.4,42.4,31.1,0.147,0.215,0.222,31.7,-15,9,45,10,0,0,15,9:45,10:00,-0H 15M,LAA,18.699763593380617
676,Sandoval,Sandoval, Patrick,663776,L,SL,Slider,Slider,248,248,17.2,85.4,2618,8.2,33,0.3516029222399278,0.3320328915941363,82.34570653525547,83.67073449035755,-1.3250279551020725,1.3250279551020727,-1.4,-3,66,0.188,0.313,0.229,38.3,33.3,25.0,0.212,0.31,0.24,28.6,0,3,15,3,15,0,0,3:15,3:15, 0H 00M,LAA,30.65573770491803
677,Sandoval,Sandoval, Patrick,663776,L,FF,4-Seamer,4-Seam Fastball,351,346,24.3,93.3,2079,16.1,86,0.7918539537440383,0.8621915266105411,202.5837927322513,190.20501584697416,12.378776885277148,12.37877688527713,0.1,0,83,0.282,0.451,0.378,17.6,9.6,11.1,0.282,0.483,0.38,34.4,-30,11,15,11,45,0,30,11:15,11:45,-0H 30M,LAA,22.282958199356912
678,Santana,Santana, Ervin,429722,R,FF,4-Seamer,4-Seam Fastball,479,479,45.1,93.4,2178,14.2,83,0.6878174741992745,0.832308705751246,159.32263241900628,160.56322819208688,-1.2405957730805994,1.240595773080593,1.8,9,128,0.342,0.623,0.439,14.5,10.2,11.5,0.325,0.657,0.437,52.9,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,KC,23.319057815845824
679,Santana,Santana, Dennis,642701,R,SL,Slider,Slider,284,281,31.2,83.7,2658,6.5,27,0.2748464495191041,0.2680850014242966,289.81397128826086,312.89490588562387,-23.08093459736301,23.080934597363044,-2.2,-6,66,0.182,0.255,0.257,31.2,28.8,19.8,0.156,0.274,0.255,18.4,45,8,15,7,30,0,45,8:15,7:30,+0H 45M,TEX,31.75627240143369
680,Santana,Santana, Ervin,429722,R,SL,Slider,Slider,549,547,51.6,84.4,2321,5.4,31,0.2425494165316158,0.313712341419384,248.6923420803895,266.9183734845297,-18.226031404140254,18.226031404140205,-1.8,-10,137,0.165,0.228,0.211,34.7,28.5,20.0,0.218,0.375,0.282,31.5,45,9,45,9,0,0,45,9:45,9:00,+0H 45M,KC,27.499999999999996
681,Santana,Santana, Edgar,650828,R,SL,Slider,Slider,214,211,35.1,86.6,2207,3.2,14,0.1506644847691278,0.143477839315984,54.41460687818463,40.7026671315231,13.711939746661528,13.711939746661525,-1.1,-2,56,0.182,0.255,0.199,44.7,37.5,26.3,0.217,0.326,0.242,35.3,-30,4,15,4,45,0,30,4:15,4:45,-0H 30M,ATL,25.48498845265589
682,Santiago,Santiago, Héctor,502327,L,FF,4-Seamer,4-Seam Fastball,321,321,65.4,90.9,2044,19.3,100,0.935971114685053,0.9955821217530952,222.0363804676537,220.5152883783995,1.5210920892542106,1.5210920892541984,-0.5,-2,64,0.241,0.315,0.303,26.9,26.6,17.2,0.199,0.278,0.275,42.1,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M,SEA,22.486248624862483
683,Santillan,Santillan, Tony,663574,R,SL,Slider,Slider,354,352,46.5,85.1,2354,13.7,43,0.6224143340119179,0.4320239629494665,316.5201589301549,289.7456042265815,26.77455470357336,26.77455470357336,-2.2,-8,77,0.182,0.258,0.266,47.4,44.2,34.3,0.171,0.263,0.249,33.3,-45,7,30,8,15,0,45,7:30,8:15,-0H 45M,CIN,27.66157461809636
684,Santillan,Santillan, Tony,663574,R,FF,4-Seamer,4-Seam Fastball,360,360,47.3,95.0,2105,17.6,96,0.8798337538972949,0.9566344007774632,140.79253343807238,141.57208090460574,-0.7795474665333586,0.7795474665333469,-0.1,0,105,0.241,0.53,0.378,22.1,21.0,22.4,0.216,0.413,0.343,38.5,0,1,15,1,15,0,0,1:15,1:15, 0H 00M,CIN,22.157894736842106
685,Sawamura,Sawamura, Hirokazu,617228,R,FS,Splitter,Splitter,371,340,39.3,91.6,1357,8.2,66,0.4897781026582647,0.655426249250241,145.19547817374993,112.30579815007506,32.88968002367487,32.88968002367489,-0.8,-3,103,0.202,0.245,0.267,46.7,40.8,30.0,0.155,0.199,0.203,34.6,-60,1,15,2,15,1,0,1:15,2:15,-1H 00M,BOS,14.814410480349347
686,Sawamura,Sawamura, Hirokazu,617228,R,FF,4-Seamer,4-Seam Fastball,430,428,45.5,96.1,2113,18.0,97,0.8777678022027428,0.9652290832958804,150.43299141852003,151.58088070595042,-1.147889287430388,1.1478892874303737,-0.3,-1,107,0.247,0.584,0.406,19.3,15.9,20.5,0.269,0.556,0.404,47.9,0,1,0,1,0,0,0,1:00,1:00, 0H 00M,BOS,21.98751300728408
687,Sborz,Sborz, Josh,622250,R,FF,4-Seamer,4-Seam Fastball,588,587,54.5,96.7,2340,19.9,97,0.9393300794265796,0.9716735822990556,156.56413293092214,159.55852006040058,-2.99438712947844,2.9943871294784343,-0.1,-1,144,0.226,0.363,0.312,27.7,22.2,18.8,0.24,0.383,0.321,44.6,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,TEX,24.19855222337125
688,Sborz,Sborz, Josh,622250,R,SL,Slider,Slider,317,315,29.4,88.0,2147,2.2,11,0.1018168205319898,0.1104752061739014,231.77768751952203,310.0183670573027,-78.2406795377807,78.24067953778074,-0.6,-2,85,0.213,0.4,0.325,44.3,31.8,23.3,0.2,0.355,0.283,34.7,150,10,15,7,45,2,30,10:15,7:45,+2H 30M,TEX,24.397727272727273
689,Scherzer,Scherzer, Max,453286,R,FF,4-Seamer,4-Seam Fastball,1316,1303,46.7,94.3,2436,19.0,91,0.8724130712733498,0.9070137188610956,138.74277799213408,144.57416614375575,-5.831388151621667,5.831388151621658,-1.4,-18,299,0.193,0.359,0.281,30.7,31.1,26.2,0.202,0.385,0.287,40.8,15,1,30,1,15,0,15,1:30,1:15,+0H 15M,LAD,25.832449628844117
690,Scherzer,Scherzer, Max,453286,R,SL,Slider,Slider,551,549,19.5,85.9,2273,5.0,25,0.2295782247859446,0.254474002144996,177.2022816901235,223.97509431494612,-46.77281262482265,46.77281262482264,-2.6,-15,145,0.143,0.271,0.202,48.5,42.1,28.6,0.16,0.3,0.21,28.7,90,12,0,10,30,1,30,12:00,10:30,+1H 30M,LAD,26.461001164144353
691,Scherzer,Scherzer, Max,453286,R,CH,Changeup,Changeup,421,417,14.9,85.0,1447,16.1,98,0.9062703546581375,0.9839998749987692,111.64276690661066,98.97236079373498,12.670406112875682,12.670406112875678,-0.7,-3,121,0.15,0.212,0.195,28.8,28.1,15.5,0.17,0.256,0.218,20.3,-30,2,15,2,45,0,30,2:15,2:45,-0H 30M,LAD,17.023529411764706
692,Scherzer,Scherzer, Max,453286,R,FC,Cutter,Cutter,256,256,9.1,90.2,2475,8.4,49,0.3774799023979391,0.4937477361322081,152.15890673539232,175.3007008565868,-23.141794121194465,23.141794121194454,0.1,0,77,0.236,0.486,0.329,27.0,40.3,30.7,0.259,0.495,0.341,43.9,45,1,0,12,15,0,45,1:00,12:15,+0H 45M,LAD,27.4390243902439
693,Scott,Scott, Tanner,656945,L,FF,4-Seamer,4-Seam Fastball,469,464,45.4,96.8,2582,15.8,75,0.7052684976864084,0.7547358601615615,209.1755927489478,196.8566332774048,12.318959471543025,12.318959471543035,0.7,3,88,0.206,0.338,0.334,23.3,18.2,19.5,0.244,0.419,0.37,44.4,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M,BAL,26.673553719008265
694,Scott,Scott, Tanner,656945,L,SL,Slider,Slider,532,528,51.6,88.5,2666,7.1,33,0.3045586002250403,0.3331314776617061,94.51070333783578,64.34970154719889,30.161001790636888,30.161001790636885,1.1,6,156,0.25,0.364,0.334,46.0,34.6,26.9,0.218,0.324,0.302,27.8,-60,2,45,3,45,1,0,2:45,3:45,-1H 00M,BAL,30.124293785310734
695,Selman,Selman, Sam,572125,L,FF,4-Seamer,4-Seam Fastball,273,267,55.3,90.9,2350,15.3,74,0.7156538873268662,0.7434696038579717,209.39030856396096,197.93852287586984,11.45178568809112,11.451785688091086,-0.8,-2,57,0.214,0.262,0.302,20.8,15.8,10.1,0.256,0.309,0.348,25.0,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M,LAA,25.852585258525853
696,Selman,Selman, Sam,572125,L,SL,Slider,Slider,220,219,44.5,79.8,2451,12.5,48,0.5396933922629022,0.4798399695337181,80.54588937165543,94.15576517325798,-13.60987580160254,13.609875801602543,1.7,4,52,0.229,0.438,0.314,20.0,19.2,11.8,0.235,0.482,0.332,28.9,30,3,15,2,45,0,30,3:15,2:45,+0H 30M,LAA,30.714285714285715
697,Senzatela,Senzatela, Antonio,622608,R,SL,Slider,Slider,766,757,31.9,86.1,2085,5.7,41,0.2952743004340368,0.4081624346530033,213.85535121789604,256.6091546471313,-42.753803429235234,42.753803429235205,0.7,5,234,0.282,0.472,0.347,26.9,24.4,20.9,0.237,0.391,0.298,46.0,75,10,45,9,30,1,15,10:45,9:30,+1H 15M,COL,24.21602787456446
698,Senzatela,Senzatela, Antonio,622608,R,FF,4-Seamer,4-Seam Fastball,1303,1300,54.2,94.6,2096,11.6,82,0.6252662983827095,0.8178725039404797,149.85888616157737,153.66076399957012,-3.801877837992748,3.801877837992734,-0.3,-4,352,0.292,0.385,0.319,13.9,10.8,12.3,0.296,0.421,0.331,41.2,0,1,0,1,0,0,0,1:00,1:00, 0H 00M,COL,22.156448202959833
699,Sewald,Sewald, Paul,623149,R,FF,4-Seamer,4-Seam Fastball,644,642,58.3,92.3,2444,18.3,82,0.8222310120957579,0.8220683807124843,125.37377645748356,134.92986898525777,-9.556092527774211,9.556092527774233,-2.1,-13,165,0.18,0.32,0.262,33.0,38.8,28.3,0.184,0.351,0.269,40.7,15,1,45,1,30,0,15,1:45,1:30,+0H 15M,SEA,26.47887323943662
700,Sewald,Sewald, Paul,623149,R,SL,Slider,Slider,459,450,41.6,81.7,2183,14.7,45,0.6579950416887285,0.4488536836038086,278.915974253015,252.55465582997343,26.361318423041556,26.36131842304152,-0.7,-3,94,0.169,0.371,0.26,43.2,42.6,25.5,0.179,0.377,0.257,38.8,-45,8,45,9,30,0,45,8:45,9:30,-0H 45M,SEA,26.71970624235006
701,Shaw,Shaw, Bryan,543766,R,FC,Cutter,Cutter,1066,1064,78.0,92.8,2404,7.8,44,0.3608151994261205,0.4378392588977921,191.0949640877572,225.0975590912012,-34.002595003443986,34.00259500344401,-1.1,-12,239,0.238,0.352,0.317,21.6,15.5,13.9,0.267,0.412,0.339,40.8,75,11,45,10,30,1,15,11:45,10:30,+1H 15M,CLE,25.905172413793103
702,Sheffield,Sheffield, Justus,656954,L,SL,Slider,Slider,472,467,32.1,81.7,2570,9.4,45,0.3898211822063192,0.4469250372749205,64.44407409871003,59.32477740920457,5.119296689505461,5.119296689505451,1.6,8,133,0.228,0.472,0.308,29.6,34.6,20.0,0.227,0.463,0.307,40.0,-15,3,45,4,0,0,15,3:45,4:00,-0H 15M,SEA,31.456548347613218
703,Sheffield,Sheffield, Justus,656954,L,CH,Changeup,Changeup,306,291,20.8,85.8,1761,13.5,73,0.676916146748173,0.7265704135742566,225.08857298923448,260.1743403520398,-35.08576736280531,35.0857673628053,2.0,6,73,0.433,0.582,0.482,19.3,5.5,12.9,0.353,0.488,0.393,49.2,75,10,30,9,15,1,15,10:30,9:15,+1H 15M,SEA,20.524475524475527
704,Sheffield,Sheffield, Jordan,642068,R,FF,4-Seamer,4-Seam Fastball,294,287,64.5,96.4,2589,17.9,89,0.8683953939827339,0.8878023259488997,155.53193798512328,154.57038495315015,0.9615530319731248,0.961553031973124,-0.9,-3,76,0.177,0.29,0.284,16.0,11.8,14.1,0.236,0.415,0.349,42.6,0,12,45,12,45,0,0,12:45,12:45, 0H 00M,COL,26.856846473029044
705,Shoemaker,Shoemaker, Matt,533167,R,SL,Slider,Slider,261,257,24.5,82.2,2076,5.0,18,0.2305362756487778,0.1778891255331423,272.3843004349412,261.1679218754375,11.21637855950371,11.216378559503683,2.2,6,76,0.238,0.492,0.337,23.6,11.8,12.7,0.238,0.514,0.357,39.0,-15,9,0,9,15,0,15,9:00,9:15,-0H 15M,MIN,25.255474452554743
